OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
32126,1974,CA,USF,SQF, ,0,1974/11/17 00:00:00+00,1974/11/17 00:00:00+00,3,,12,4.28268433,8,1,326,26391.22154,654.1764014
32127,1974,CA,USF,SQF, ,0,1974/10/02 00:00:00+00,1974/10/03 00:00:00+00,1,,130,52.7389183,8,1,304,323326.9381,2292.516778
32128,1974,CA,USF,SQF, ,0,1974/07/11 00:00:00+00,1974/07/11 00:00:00+00,7,,110,16.39081383,8,1,39,101602.7061,1545.054852
32129,1974,CA,USF,SQF,OWL PEAK,0,1974/09/07 00:00:00+00,1974/09/08 00:00:00+00,4,,420,532.1109009,8,1,268,3371892.443,6898.930108
32130,1978,CA,USF,CNF, ,0,1978/07/02 00:00:00+00,1978/07/03 00:00:00+00,4,,104,115.9179077,8,1,30,663981.7405,4386.307922
32131,1978,CA,USF,CNF, ,0,1978/09/23 00:00:00+00,1978/09/25 00:00:00+00,7,,2872,2871.945068,8,1,79,16553302.11,26730.72017
32132,1979,CA,USF,CNF,JARDINE,0,1979/06/11 00:00:00+00,1979/06/12 00:00:00+00,9,,10000,11672.89453,8,1,27,68006905.48,38705.21456
32133,1979,CA,USF,CNF,DEHESA #16,0,1979/10/25 00:00:00+00,1979/10/25 00:00:00+00,7,,65,64.88968658,8,1,118,372524.4881,3556.104556
32134,1979,CA,USF,CNF,WINDMILL,0,1979/07/28 00:00:00+00,1979/07/28 00:00:00+00,7,,138,138.403183,8,1,78,797973.1897,3965.55047
32135,2002,CA,CDF,MEU,BURNS,7499,2002/09/19 00:00:00+00,2002/09/21 00:00:00+00,14,,496,491.7473145,2,1,288,3372909.474,7694.635483
32136,2002,CA,CDF,MEU,SHAMROCK,6543,2002/08/20 00:00:00+00,2002/08/21 00:00:00+00,2,,271,271.0761414,2,1,245,1850716.468,7152.9962
32137,2002,CA,CDF,SCU,CROY,4160,2002/09/23 00:00:00+00,,2,,3007.4,3007.445801,,1,0,19154511,29001.09935
32138,1993,CA,CCO,ORC,LAGUNA FIRE,36683,1993/10/27 00:00:00+00,,7,,,14337.75781,,1,0,83841311.53,75433.60929
32139,2002,CA,USF,PNF,BISCUIT,0,2002/07/13 00:00:00+00,2002/11/08 00:00:00+00,1,,499945,501082.0313,8,1,3,3708702191,545191.7425
32140,2002,CA,USF,SRF,SHELLY,35,2002/07/28 00:00:00+00,2002/08/02 00:00:00+00,9,,850,843.6792603,8,1,999,6164140.15,13334.80412
32141,2002,CA,USF,SRF,GO,0,2002/09/10 00:00:00+00,2002/09/10 00:00:00+00,9,,25,17.35108376,8,1,47,124558.72,1558.415923
32142,1986,CA,CCO,LAC, ,0,1986/07/01 00:00:00+00,,14,,,2.84075117,,1,0,16822.04203,516.2640354
32143,1986,CA,CCO,LAC, ,0,1986/11/02 00:00:00+00,,14,,,132.3944244,,1,0,788781.0158,3697.59393
32144,1986,CA,CCO,LAC, ,0,1986/10/01 00:00:00+00,,14,,,2.12591672,,1,0,12572.16844,465.5709098
32145,1986,CA,CCO,LAC, ,0,1986/08/23 00:00:00+00,,14,,,38.27487183,,1,0,226671.9509,2959.217759
32146,1986,CA,CCO,LAC, ,0,1986/06/27 00:00:00+00,,14,,,62.34604263,,1,0,369400.3857,3112.8278
32147,1986,CA,CCO,LAC, ,0,,,14,,,6.3953352,,1,0,37852.592,1497.791482
32148,1986,CA,CCO,LAC, ,0,1986/08/14 00:00:00+00,,14,,,10.78951645,,1,0,64259.19139,1131.107294
32149,1975,CA,BLM,BBD,B.L.M. #1,0,1975/07/04 00:00:00+00,,14,,960.82,2374.288818,,1,79,14908378.94,21675.81799
32150,1975,CA,USF,CNF, ,0,,,9,,,98.75488281,,1,106,574830.1156,3914.738699
32151,1975,CA,USF,CNF, ,0,,,9,,,49.38424301,,1,107,287369.2911,2603.599551
32152,1975,CA,USF,CNF, ,0,,,9,,,320.5490723,,1,96,1862119.384,7809.062999
32153,1910,CA,USF,TNF, ,0,,,14, ,,946.6161499,,1,7,6429137.936,11290.64511
32154,1939,CA,USF,TNF, ,0,,,14, ,,523.3379517,,1,3,3518630.116,8645.427107
32155,2003,CA,USF,TNF,LOYALTON,0,2003/07/20 00:00:00+00,2003/07/20 00:00:00+00,1,,47,46.48028564,,1,32,317919.8237,3062.873221
32156,2003,CA,USF,TNF,DARK,0,2003/08/31 00:00:00+00,2003/09/01 00:00:00+00,1,Containment 'fire_day' estimated,10,13.60756779,1,1,111,92863.78581,1744.826867
32157,1975,CA,USF,KNF,RATTLESNAKE,0,1975/07/17 00:00:00+00,,2,,,9.88086796,,1,57,70910.31451,1075.478965
32158,1975,CA,USF,MNF,FOUTS,0,1975/08/08 00:00:00+00,1975/08/12 00:00:00+00,5,,3350,2546.188721,8,1,16,17246318.59,18595.0915
32159,1976,CA,CDF,LNU,CASTRO,0,1976/09/04 00:00:00+00,,14,,,1169.330444,,1,296,7710907.253,12564.6431
32160,1976,CA,CDF,LNU,DAVIS CREEK,0,1976/09/01 00:00:00+00,,14,,,1920.965454,,1,287,12847296.87,18394.68165
32161,1976,CA,CDF,RRU,VISTA,6005,1976/06/29 00:00:00+00,,14,,,3466.748291,,1,590,20450840.34,29454.11644
32162,1976,CA,CCO,ORC,HARVESTER,0,1976/06/27 00:00:00+00,,14,,,525.8166504,,1,496,3077876.933,11148.27463
32163,1976,CA,CCO,ORC,WAGON WHEEL,7963,1976/06/06 00:00:00+00,,14,,,491.0595093,,1,549,2871174.52,7997.141739
32164,1976,CA,USF,BDF, ,0,,,14,,,87.91415405,,1,0,520739.7888,3553.685196
32165,1976,CA,CCO,VNC,LOS ROBLES,0,1976/06/22 00:00:00+00,,14,,,2245.55957,,1,000067-6,13306637.99,24965.58272
32166,1976,CA,CCO,LAC,VAL VERDE FIRE,312037,1976/06/23 00:00:00+00,,14,,,1855.557007,,1,6158,11073384.76,27592.12193
32167,1976,CA,CCO,LAC,SECO FIRE,312031,1976/06/23 00:00:00+00,,14,,,105.3643646,,1,2599,628403.5077,4901.88726
32168,1976,CA,CCO,LAC,HOPE FIRE,312031,1976/06/22 00:00:00+00,,14,,,456.0874023,,1,11238,2717830.813,15960.6612
32169,1978,CA,USF,BDF, ,0,1978/07/23 00:00:00+00,1978/07/24 00:00:00+00,1,,50,59.25014114,8,1,102,352851.0892,2745.346512
32170,1978,CA,USF,BDF, ,0,,,14,,,45.25339127,,1,0,269084.2153,1963.764458
32171,1978,CA,USF,BDF, ,0,,,14,,,11.84568119,,1,0,70259.10358,1016.673114
32172,1978,CA,USF,BDF, ,0,,,14,,,63.1585083,,1,0,374586.3189,2609.420715
32173,1978,CA,CDF,SHU,LOWER SPRINGS RD.,0,1978/08/09 00:00:00+00,,14,,,493.8621216,,1,325,3467275.163,10268.21817
32174,1978,CA,CDF,SHU,WHITMORE LTG #32,0,1978/08/08 00:00:00+00,,14,,,7285.188477,,1,0,51265162.9,36857.21569
32175,1978,CA,USF,INF, ,0,,,1,,,349.4344482,,1,16,2277252.536,6092.87734
32176,1978,CA,CCO,LAC,EASTSIDE FIRE,313027,1978/06/14 00:00:00+00,,14,,,113.9783173,,1,977,683694.3447,4486.139847
32177,1978,CA,CCO,LAC,ROCKY FIRE,317911,1978/07/16 00:00:00+00,,14,,,391.1670227,,1,11291,2337088.065,8376.367226
32178,1978,CA,CCO,LAC, ,0,1978/07/08 00:00:00+00,,14,,,31.22251701,,1,0,186243.102,2298.685193
32179,1978,CA,USF,SQF, ,0,1978/08/10 00:00:00+00,,9,,,59.77624893,,1,193,377289.3399,2404.380254
32180,1978,CA,USF,SQF, ,0,1978/06/16 00:00:00+00,,9,,,39.20531464,,1,23,240102.5527,2881.455619
32181,1978,CA,USF,SQF, ,0,1978/06/07 00:00:00+00,,1,,,68.65792847,,1,15,427555.4865,3587.234421
32182,1978,CA,USF,SQF, ,0,1978/06/13 00:00:00+00,,9,,,128.3356018,,1,21,786532.933,5051.118588
32183,1978,CA,CDF,MMU,LIGHTNING #1,0,1978/08/11 00:00:00+00,,14,,,333.3998108,,1,0,2128805.631,6371.566147
32184,1978,CA,USF,CNF, ,0,,,14,,,90.32774353,,1,143,519562.2383,2992.895555
32185,1978,CA,USF,CNF, ,0,,,9,,,269.9606323,,1,162,1545237.435,5806.353993
32186,1978,CA,USF,CNF, ,0,,,9,,,61.39159012,,1,160,350870.6477,2408.161911
32187,1992,CA,CDF,MMU,JORDAN,6554,,,14,,,365.2538757,,1,389,2336098.161,9035.555355
32188,1992,CA,CDF,MMU,LA PALOMA,7798,,,14,,,2517.42334,,1,483,16172528.52,25981.18983
32189,1992,CA,CDF,MMU,LE GRAND,6554,,,14,,,658.4167481,,1,389,4211852.843,11844.08197
32190,1992,CA,CDF,MMU,LUIS,3744,,,14,,,299.1812134,,1,169,1905710.117,5373.20961
32191,1992,CA,CDF,MMU,MCCABE,7656,,,14,,,490.9594116,,1,472,3131632.54,8789.897023
32192,1992,CA,CDF,MMU,SNELLING,7706,,,14,,,2423.981445,,1,0,15592757.14,19228.19976
32193,1992,CA,CDF,MMU,URRUTIA,14942,,,14,,,232.2578888,,1,0,1476673.813,4740.125464
32194,1992,CA,CDF,LMU,DAY FIRE,0,1992/06/02 00:00:00+00,,14,,,405.4173889,,1,0,2905174.802,11191.28258
32195,1992,CA,CDF,SHU,BURNEY FIRE,4099,1992/07/27 00:00:00+00,,9,,,886.3034668,,1,485,6279742.769,15350.51197
32196,1992,CA,CDF,LMU,MUD FIRE,2098,1992/08/12 00:00:00+00,,1,,,782.2017212,,1,281,5539989.599,11463.99033
32197,2000,CA,USF,KNF,BARK,0,2000/07/21 00:00:00+00,2000/07/28 00:00:00+00,9,,1720,1719.756226,8,1,32,12558436.94,22496.86886
32198,2000,CA,CDF,LMU,GOAT,1817,2000/07/22 00:00:00+00,,4,,,1116.870728,,1,0,7810514.751,13524.25038
32199,2000,CA,CDF,LNU,MORGAN,4423,2000/07/26 00:00:00+00,,2,,,3316.259277,,1,0,22196256.75,28085.22141
32200,2000,CA,CDF,LNU,BERRYESSA,3087,2000/06/13 00:00:00+00,,10,,,4859.85791,,1,0,32186376.8,34321.49206
32201,2000,CA,CDF,LNU,HIDDEN,7151,2000/11/02 00:00:00+00,,2,,,3960.484131,,1,0,26389491.78,34593.11085
32202,2000,CA,CDF,LNU,WINTERS,4679,2000/08/07 00:00:00+00,,14,,,404.4478455,,1,0,2675448.161,8060.701096
32203,1989,CA,CCO,LAC, ,0,1989/07/21 00:00:00+00,,14,,,50.83700562,,1,0,301234.517,2334.570155
32204,1989,CA,CCO,LAC, ,0,1989/06/03 00:00:00+00,,14,,,12.03252506,,1,0,72032.24913,1126.136551
32205,1989,CA,CCO,LAC, ,0,,,14,,,3.57247114,,1,0,21336.60707,590.7373624
32206,1989,CA,CCO,LAC, ,0,,,14,,,8.6756382,,1,0,51891.68028,874.159572
32207,1989,CA,CCO,LAC, ,0,1989/05/31 00:00:00+00,,14,,,4.14941311,,1,0,24835.424,667.0558084
32208,1989,CA,CCO,LAC, ,0,1989/08/31 00:00:00+00,,14,,,3.16195965,,1,0,18733.80978,540.3080858
32209,1989,CA,CCO,LAC,SYCAMORE FIRE,121029,1989/06/29 00:00:00+00,,14,,,159.5404205,,1,389,944711.9518,4427.909697
32210,2000,CA,CCO,LAC,YUCCA,1623,2000/09/13 00:00:00+00,,14,,,788.8674927,,1,92000,4712729.242,17420.60727
32211,2000,CA,CCO,LAC,WEST,1366,2000/08/04 00:00:00+00,,14,,,121.4320374,,1,6000,723453.9481,4792.320174
32212,2003,CA,CDF,BTU,SEVENTY,6701,2003/06/24 00:00:00+00,2003/06/24 00:00:00+00,10,,386,608.4293823,2,1,10478,4134760.764,10128.51315
32213,2003,CA,CDF,BTU,CENTERVILLE,12661,2003/10/26 00:00:00+00,2003/10/27 00:00:00+00,4,,100,91.45283508,2,1,579,626648.6096,4083.227699
32214,2003,CA,CDF,FKU,SPEARHEAD,7077,2003/06/17 00:00:00+00,2003/06/17 00:00:00+00,5,,47,45.56330109,2,1,73,290098.0513,2585.563434
32215,2002,CA,DOD,AFV,HAYBAIL,345,2002/06/07 00:00:00+00,2002/06/07 00:00:00+00,14,,1.32,1.31713867,1,1,345,7908.339773,357.9064945
32216,2002,CA,DOD,AFV,SUDDEN,364,2002/06/15 00:00:00+00,2002/06/15 00:00:00+00,11,,7502.14,7503.214844,1,1,364,44869403.8,60121.18701
32217,2002,CA,DOD,AFV,TRAILER_PARK,390,2002/06/26 00:00:00+00,2002/06/26 00:00:00+00,14,,0.07,0.07349458,1,1,390,441.3847772,84.59077512
32218,2002,CA,DOD,AFV,CYPRESS,0,2002/07/08 00:00:00+00,2002/07/08 00:00:00+00,11,,137.09,137.1088715,1,1,0,820120.5982,6747.815301
32219,2002,CA,DOD,AFV,POWER_PLANT,545,2002/08/28 00:00:00+00,2002/08/28 00:00:00+00,14,,0.05,0.05372769,1,1,545,321.9913757,178.6455914
32220,1981,CA,CDF,MMU,GRANITE SPRINGS,603,1981/07/15 00:00:00+00,,14,,,711.4500732,,1,176,4607977.153,14121.7785
32221,1981,CA,CDF,LNU,GRIZZLY,1416,1981/07/26 00:00:00+00,,7,,,4810.624023,,1,286,32285052.12,33075.73005
32222,1981,CA,CDF,BTU,INGALLS (ASSIST #12),82,1981/09/17 00:00:00+00,,14,,,6697.297852,,1,486,46244176.85,36747.63416
32223,1981,CA,CDF,AEU,JOERGER SERIES,431,1981/06/18 00:00:00+00,,2,,,1676.156128,,1,152,11134583.53,21891.84657
32224,1981,CA,CDF,LNU,LANGES PEAK,1554,1981/08/09 00:00:00+00,,7,,,14448.3623,,1,315,96684838.1,55687.35122
32225,1981,CA,CDF,LMU,LIGHTING #6,164,1981/08/17 00:00:00+00,,14,,,999.0914917,,1,113,7086557.32,15231.0818
32226,1981,CA,CDF,LMU,LIGHTNING #20 (WEBBER),189,1981/08/18 00:00:00+00,,14,,,1763.8396,,1,137,12701517.8,25120.02248
32227,1981,CA,CDF,AEU,MEISS,400,1981/06/14 00:00:00+00,,9,,,14125.64746,,1,138,93112460.89,78691.66403
32228,1981,CA,CDF,NEU,NADEIC,1047,1981/06/02 00:00:00+00,,9,,,425.2341614,,1,329,2849320.387,7208.257067
32229,1981,CA,CDF,RRU,CHERRY,0,,,14,,,427.8531189,,1,0,2503887.515,7391.591801
32230,1981,CA,CDF,RRU,RECHE,0,,,14,,,617.5943604,,1,0,3645913.323,8404.45035
32231,1981,CA,CDF,RRU, ,0,,,14,,,1123.767456,,1,0,6554642.957,12013.53066
32232,1981,CA,CDF,RRU,DAWSON #2,12308,1981/06/28 00:00:00+00,,14,,,556.1681519,,1,747,3267533.787,8996.098001
32233,1981,CA,CDF,RRU,DEXTER,16198,1981/08/21 00:00:00+00,,14,,,1349.675781,,1,1109,7910611.078,15101.13696
32234,1981,CA,CDF,RRU,WASSON,14096,1981/07/22 00:00:00+00,,14,,,356.1767273,,1,957,2089109.322,6178.66371
32235,1981,CA,CDF,RRU,COTTENWOOD,11130,1981/06/15 00:00:00+00,,14,,,1278.823242,,1,590,7486558.141,11277.2888
32236,1981,CA,CDF,RRU,SERIES 79 #1,14838,1981/08/02 00:00:00+00,,14,,,490.6837463,,1,1000,2862842.883,8650.296677
32237,1981,CA,CDF,RRU,BAILEY,11131,1981/06/15 00:00:00+00,,14,,,282.2646484,,1,591,1650586.984,5091.103374
32238,1981,CA,CDF,TGU,MANTON ROAD SERIES,687,1981/07/09 00:00:00+00,,14,,,43.78069305,,1,1,305379.1239,3045.332865
32239,1981,CA,CDF,TGU,MANTON ROAD SERIES,687,1981/07/09 00:00:00+00,,14,,,314.9550781,,1,2,2193199.338,6048.452257
32240,1981,CA,CCO,LAC,PINE TREE FIRE,931071,1981/10/30 00:00:00+00,,14,,,311.9855957,,1,20681,1860647.669,9149.220454
32241,1981,CA,CCO,LAC,SCHERZINGER FIRE,931076,1981/06/13 00:00:00+00,,14,,,31.08541489,,1,1281,185338.8345,2266.803122
32242,1981,CA,CCO,LAC,SIERRA FIRE,931076,1981/06/15 00:00:00+00,,14,,,85.8970108,,1,2181,512068.1906,3796.749772
32243,1981,CA,CCO,LAC,LOST FIRE,931071,1981/10/31 00:00:00+00,,14,,,80.45022583,,1,20881,479473.2993,5183.196983
32244,1981,CA,CCO,LAC,PLACERITA CANYON FIRE,831236,1981/07/16 00:00:00+00,,14,,,102.9898453,,1,781,613309.6654,4484.308525
32245,1981,CA,CCO,LAC,MULL FIRE,258626,1981/07/20 00:00:00+00,,14,,,667.8912354,,1,681,3956252.47,10565.37465
32246,1981,CA,CCO,LAC,VOORHIS FIRE,728545,1981/07/06 00:00:00+00,,14,,,68.97507477,,1,681,408015.2203,7216.214959
32247,1981,CA,CCO,LAC,POPPY FIRE,937899,1981/08/07 00:00:00+00,,14,,,1465.903076,,1,81,8807326.691,27290.87591
32248,1981,CA,CCO,LAC,CRANE FIRE,928012,1981/05/28 00:00:00+00,,14,,,201.3437042,,1,281,1203594.569,5103.483935
32249,1981,CA,CCO,LAC,PARKER FIRE,931491,1981/06/14 00:00:00+00,,14,,,106.2835922,,1,281,634559.9567,5307.478878
32250,1981,CA,CCO,LAC,OAT FIRE,927520,1981/10/31 00:00:00+00,,14,,,17787.08008,,1,281,105702420.5,96639.78066
32251,1981,CA,CCO,LAC,SUN MOUNTAIN RANCH FIRE,921457,1981/07/30 00:00:00+00,,14,,,197.1773834,,1,7781,1163020.5,4971.393386
32252,1981,CA,CCO,LAC, ,0,1981/06/14 00:00:00+00,,14,,,1.35273278,,1,0,8005.794836,374.5897952
32253,1981,CA,CCO,LAC, ,0,1981/07/01 00:00:00+00,,14,,,11.66392517,,1,0,69464.60175,1294.353686
32254,1981,CA,CCO,LAC, ,0,1981/07/02 00:00:00+00,,14,,,27.2597084,,1,0,162048.8895,1710.372736
32255,1981,CA,CCO,LAC, ,0,1981/10/31 00:00:00+00,,14,,,985.2907105,,1,0,5847768.431,11875.38219
32256,1981,CA,CCO,LAC, ,0,1981/08/26 00:00:00+00,,14,,,66.87493896,,1,0,395808.6079,2476.220988
32257,1981,CA,CCO,LAC, ,0,1981/10/13 00:00:00+00,,14,,,3.51198936,,1,0,20815.79559,524.1170341
32258,1981,CA,CCO,LAC, ,0,1981/08/25 00:00:00+00,,14,,,8.26794243,,1,0,49218.54958,976.492312
32259,1981,CA,CCO,LAC, ,0,1981/07/15 00:00:00+00,,14,,,47.88317108,,1,0,285033.9715,2977.510483
32260,1981,CA,CCO,LAC, ,0,1981/07/03 00:00:00+00,,14,,,4.14678478,,1,0,24363.44688,570.896743
32261,1981,CA,CCO,LAC, ,0,1981/08/15 00:00:00+00,,14,,,3.72396851,,1,0,22133.74344,635.9285524
32262,1981,CA,CCO,LAC, ,0,1981/06/04 00:00:00+00,,14,,,29.70000267,,1,0,176380.0577,2143.34884
32263,1981,CA,CCO,LAC, ,0,1981/05/22 00:00:00+00,,14,,,12.467062,,1,0,74092.35611,1154.441445
32264,1981,CA,CCO,LAC, ,0,1981/08/19 00:00:00+00,,14,,,149.9579315,,1,0,896029.3493,4957.718244
32265,1981,CA,CCO,LAC, ,0,1981/11/01 00:00:00+00,,14,,,71.41776276,,1,0,425646.7024,4149.771894
32266,1981,CA,CCO,LAC, ,0,1981/08/07 00:00:00+00,,14,,,1.5345093,,1,0,9222.909532,517.8235603
32267,1981,CA,CCO,LAC, ,0,1981/06/17 00:00:00+00,,14,,,21.41896057,,1,0,126812.7742,1465.527591
32268,1981,CA,CCO,LAC, ,0,1981/06/17 00:00:00+00,,14,,,19.46736145,,1,0,114238.7878,1898.309878
32269,1981,CA,CCO,LAC, ,0,1981/06/16 00:00:00+00,,14,,,272.5474243,,1,0,1611951.381,10732.24536
32270,1981,CA,CCO,LAC, ,0,1981/07/05 00:00:00+00,,14,,,2.18503404,,1,0,12928.26342,537.3127014
32271,1981,CA,CCO,LAC, ,0,1981/06/15 00:00:00+00,,14,,,6.17499113,,1,0,36519.04677,1182.232312
32272,1981,CA,CCO,LAC, ,0,1981/06/16 00:00:00+00,,14,,,6.44691563,,1,0,38144.83785,704.0936915
32273,1981,CA,CCO,LAC, ,0,1981/06/16 00:00:00+00,,14,,,11.22097778,,1,0,66408.88895,1153.708588
32274,1981,CA,CCO,LAC, ,0,1981/06/15 00:00:00+00,,14,,,193.5671082,,1,0,1142438.801,4426.523086
32275,1981,CA,CCO,LAC, ,0,1981/06/29 00:00:00+00,,14,,,18.49870491,,1,0,109513.0348,1695.956031
32276,1981,CA,CCO,LAC, ,0,1981/09/09 00:00:00+00,,14,,,40.46295166,,1,0,239394.2907,2715.11957
32277,1981,CA,CCO,LAC, ,0,1981/06/15 00:00:00+00,,14,,,1.76005292,,1,0,10425.33559,451.7486492
32278,1981,CA,CDF,SLU,RANCHO ARROYO,0,1981/10/13 00:00:00+00,,14,,,261.3426209,,1,0,1588244.821,9535.154425
32279,1981,CA,USF,SRF,WIMER,0,1981/08/08 00:00:00+00,,4,,,2.98693323,,1,100794,21857.54945,524.758075
32280,1981,CA,CDF,SLU,EUCALYPTUS,1829,1981/11/01 00:00:00+00,,14,,,191.3354034,,1,0,1157029.897,6039.778403
32281,2004,CA,USF,SQF,CHINA,0,2004/09/11 00:00:00+00,2004/09/12 00:00:00+00,9,,350,290.0281982,6,1,73,1775874.509,6604.999308
32282,2004,CA,USF,SQF,DEEP,0,2004/08/12 00:00:00+00,2004/08/17 00:00:00+00,9,,3222,3143.901367,2,1,52,19564946.97,25777.05443
32283,2004,CA,USF,BDF,POD,0,2004/08/07 00:00:00+00,2004/08/08 00:00:00+00,9,,55,24.0537529,6,1,81,140709.0696,1700.621803
32284,2004,CA,USF,INF,CRATER MOUNTAIN,0,2004/05/25 00:00:00+00,2004/06/20 00:00:00+00,1,,222,189.8896027,2,1,5,1235259.552,6899.42557
32285,2004,CA,USF,INF,DECHAMBEAU,0,2004/06/23 00:00:00+00,2004/06/26 00:00:00+00,1,,27,27.47029686,2,1,9,179558.6481,2207.165259
32286,2004,CA,USF,SHF,MILL,0,2004/09/27 00:00:00+00,2004/09/29 00:00:00+00,9,,164,164.0517273,8,1,149,1168278.2,5340.692995
32287,2004,CA,USF,SHF,MOUNTAIN,0,2004/11/21 00:00:00+00,2004/11/24 00:00:00+00,4,,27,50.4528389,8,1,162,357462.4776,2586.545616
32288,2004,CA,USF,PNF,STONY,0,2004/04/27 00:00:00+00,2004/04/29 00:00:00+00,5,,78,91.00238037,2,1,12,631688.9024,4273.598523
32289,2004,CA,USF,PNF,COTTONWOOD,0,2004/05/04 00:00:00+00,2004/05/10 00:00:00+00,5,,560,566.9302979,2,1,15,3934471.165,10325.03897
32290,2004,CA,USF,PNF,MISSION,0,2004/11/19 00:00:00+00,2004/11/19 00:00:00+00,5,,15,15.72393131,6,1,200,109018.036,1720.122513
32291,2004,CA,USF,PNF,KETTLE,0,2004/07/28 00:00:00+00,2004/07/28 00:00:00+00,2,,12,11.27117443,6,1,129,78107.82072,1227.908466
32292,2004,CA,USF,PNF,RED ROCK,0,2004/08/12 00:00:00+00,2004/08/12 00:00:00+00,1,,11,10.34606171,6,1,139,71210.17135,1145.506883
32293,2004,CA,USF,SNF,NEHOUSE,0,2004/09/11 00:00:00+00,2004/09/15 00:00:00+00,9,,204,254.4179382,8,1,70,1634368.64,6672.114168
32294,2004,CA,USF,SNF,SOURCE,0,2004/06/16 00:00:00+00,2004/06/22 00:00:00+00,9,,385,384.4879456,8,1,15,2458436.851,7497.812026
32295,2004,CA,USF,ANF,HASLEY,0,2004/06/16 00:00:00+00,2004/06/16 00:00:00+00,7,,12,11.88105011,8,1,62,70889.56236,1068.393887
32296,1975,CA,USF,LPF, ,0,1975/09/25 00:00:00+00,1975/09/28 00:00:00+00,7,,1550,1527.27771,8,1,76,9216884.241,12615.05151
32297,1984,CA,USF,LPF,HURRICANE,0,1984/08/01 00:00:00+00,1984/08/04 00:00:00+00,4,,700,657.1377564,8,1,52,3952479.383,8580.795383
32298,1993,CA,CCO,LAC,ESPERANZA FIRE 15 AC,0,1993/09/26 00:00:00+00,,14,,,12.00080109,,1,0,71053.74097,1175.180239
32299,1935,CA,USF,LPF, ,0,,,9,,,3572.076904,,1,8,21532318.41,21165.84949
32300,1966,CA,USF,LPF, ,0,,,14,,,73.4882431,,1,202,440623.3275,2424.103133
32301,1999,CA,CDF,TCU,LIGHTNING #18,5887,1999/09/09 00:00:00+00,,1,,,355.4344482,,1,761,2309835.292,6565.72015
32302,2001,CA,CDF,SHU,POWERHOUSE,7073,2001/07/29 00:00:00+00,,14,,,415.9776306,,1,0,2958152.774,8357.652908
32303,2001,CA,CDF,SHU,EAST,7984,2001/08/08 00:00:00+00,,11,,,626.6322632,,1,0,4419068.131,9341.131
32304,2001,CA,CDF,SHU,OREGON,7984,2001/08/28 00:00:00+00,,10,,,1694.358887,,1,0,11957308.99,19159.38421
32305,2001,CA,CDF,SHU,FAWNDALE,4861,2001/06/19 00:00:00+00,,10,,,69.87626648,,1,0,492718.7956,4087.768488
32306,2001,CA,CDF,SHU,DITCH,5362,2001/07/05 00:00:00+00,,2,,,96.65245819,,1,0,674650.4671,3137.879589
32307,2001,CA,CDF,LMU,HILTON,993,2001/05/20 00:00:00+00,,5,,,391.506134,,1,3,2804930.646,10484.66613
32308,2001,CA,CDF,LMU,GRASSHOPPER,1992,2001/07/25 00:00:00+00,,1,,,992.1560669,,1,195,7015815.131,17140.77547
32309,2001,CA,CDF,LMU,DEVIL,1100,2001/05/27 00:00:00+00,,2,,,4253.891113,,1,42,29710801.9,39099.34794
32310,1931,CA,CDF,MEU,COMPTCHE,0,1931/09/22 00:00:00+00,,14,,,33101.58984,,1,0,223594103,92525.49037
32311,2001,CA,CDF,BEU,BROWNS VALLEY,2101,2001/06/13 00:00:00+00,,7,,,325.9918213,,1,205,2059272.06,7878.943204
32312,2001,CA,CDF,TUU,VANDER-BOWEN,6158,2001/06/29 00:00:00+00,,10,,,604.4865723,,1,91,3738667.076,8696.791408
32313,2001,CA,DOD,CRB,UNIT #5,0,2001/06/04 00:00:00+00,,13,,,521.0672607,,1,8,3214347.783,8478.492732
32314,2001,CA,CDF,TCU,LAKE,4586,2001/07/03 00:00:00+00,,9,,,772.7190552,,1,451,5070047.024,15420.81958
32315,2001,CA,CDF,MMU,CREEK FIRE,14026,2001/08/18 00:00:00+00,2001/08/24 00:00:00+00,7,,11095,11095.11914,8,1,361,71985292.71,55090.04548
32316,2001,CA,CDF,TCU,LEONARD,6112,2001/08/19 00:00:00+00,,2,,,5188.44043,,1,622,34069496.97,34432.16707
32317,2002,CA,CDF,TCU,"SPI #12 ""MILL CREEK #2""",9365,2002/11/25 00:00:00+00,2002/11/30 00:00:00+00,5,,36,36.49817276,1,1,969,240325.7625,2356.864307
32318,1984,CA,CDF,CZU,SAN BRUNO #9,178,1984/07/07 00:00:00+00,,7,,,137.3998413,,1,0,889014.5032,3781.447996
32319,1979,CA,CDF,BTU,BIDWELL PARK,2039,1979/07/25 00:00:00+00,,14,,,874.2394409,,1,327,6000127.305,15319.45224
32320,1979,CA,CDF,SCU,BLACK DIAMOND PEAK,1480,1979/08/27 00:00:00+00,,14,,,681.2249146,,1,402,4442335.425,10322.18867
32321,1911,CA,USF,ANF, ,0,,,14,"S.Imsand,Saugus,4N15W-19+4N16W-24,displaced+bigger cf.230-AFA 1911-1930 Saugus *",410,409.5239563,,1,0,2442120.695,5667.670129
